D,d,alpha,z,valid,reason,seconds,mu_c,zero_nodes,zero_rms,mu2,b2_fredholm_residual,metric_nodes,metric_rms,metric_anchor_rel_error,response_Finf,response_anchor_rel_error
5,3,0.0,1.0,True,,0.012327909469604492,3.9999999999576468,466.0,9.987089465905437e-07,,,,,,-4.166509780106405e-06,2.7964044547101104e-06
5,3,0.0,1.5,True,,0.015840768814086914,6.889349305502616,988.0,9.952171201358227e-07,,,,,,-1.0230665109219104e-09,
5,3,0.0,2.0,True,,0.018793344497680664,9.685183831853772,973.0,9.767827841774269e-07,,,,,,-3.832330704428412e-10,
5,3,0.0,2.5,True,,0.019617795944213867,12.374969629909176,955.0,9.058784695788508e-07,,,,,,-9.242897196139177e-10,
5,3,0.0,3.0,True,,0.020257234573364258,14.975492752590096,932.0,9.79820634157802e-07,,,,,,-1.8600568300223393e-09,
5,3,0.0,4.0,True,,0.018709659576416016,19.981425092016643,891.0,9.893638586772833e-07,,,,,,-5.462958490970609e-09,
5,3,0.0,5.0,True,,0.02120804786682129,24.81376942906432,861.0,9.875660964622815e-07,,,,,,-1.2344618970125495e-08,
5,3,0.5,1.0,True,,0.02240920066833496,4.811209307106818,1114.0,9.988889892796272e-07,,,,,,-9.267078114955526e-10,
5,3,0.5,1.5,True,,0.016539573669433594,7.370615618637776,1001.0,9.5777986931487e-07,,,,,,-1.2027313243390947e-10,
5,3,0.5,2.0,True,,0.019668102264404297,9.947174400774383,974.0,9.08854471920601e-07,,,,,,-3.785823300780237e-10,
5,3,0.5,2.5,True,,0.01830434799194336,12.50236706386229,952.0,9.554133745458386e-07,,,,,,-8.85918293720762e-10,
5,3,0.5,3.0,True,,0.021556854248046875,15.024745893049458,928.0,9.77616440182101e-07,,,,,,-1.7534703603273308e-09,
5,3,0.5,4.0,True,,0.028445720672607422,19.970187126056867,891.0,9.65270272283943e-07,,,,,,-5.070193234469227e-09,
5,3,0.5,5.0,True,,0.020740270614624023,24.804307390555827,860.0,9.937144326401699e-07,,,,,,-1.1403315760049505e-08,
5,3,1.0,1.0,True,,0.02414250373840332,5.67955107885643,1132.0,9.98663140012054e-07,,,,,,-1.8254610572161993e-11,
5,3,1.0,1.5,True,,0.017806053161621094,8.101933015796016,1008.0,9.066209444151993e-07,,,,,,-1.1297102480458467e-10,
5,3,1.0,2.0,True,,0.020006179809570312,10.557354062038943,977.0,9.450427019663703e-07,,,,,,-3.5291482002937917e-10,
5,3,1.0,2.5,True,,0.02042365074157715,13.017423506418908,951.0,9.097083757479494e-07,,,,,,-8.250137471321699e-10,
5,3,1.0,3.0,True,,0.021662235260009766,15.46874431635619,928.0,9.67538453087954e-07,,,,,,-1.6312064088233001e-09,
