accepted_points,alpha_dm,c2,c2_sign,c4,claim2_candidate,delta2,fit_success,max_abs_residual,message,mu0,mu0_minus_mu_c,mu_X,mu_c,point_key,psi_sq_max,psi_sq_min,rmse,closure_mode,classification,mu_extremal_max
4,0.8,0.22018902937359613,positive,-0.27452761843354817,False,0.2,True,1.7401345253631462e-08,,2.956171486268118,0.00011032459010396067,1.5,2.956061161678014,d0.20_a0.8_nu1.5,0.00937108362671693,0.0005792491467822606,1.1274562331309623e-08,,,
0,0.8,,unresolved,,False,0.2,False,,no compact onset root before extremality bound mu_max=2.611744,,,2.0,,d0.20_a0.8_nu2.0,,,,extremality_limited_no_linear_onset,no_linear_onset_before_extremality_bound,2.611744
4,1.2,0.02824054211240724,positive,-0.0012714827154779401,False,0.2,True,6.443645617082439e-11,,2.921258548316604,0.0005612448009748583,0.0,2.920697303515629,d0.20_a1.2_nu0.0,0.0526945028225898,0.003286729908668254,4.1795765101647274e-11,,,
4,1.2,0.0414322265800758,positive,-0.003412882274276976,False,0.2,True,1.4878276388685663e-09,,2.9174284588009116,0.00043063113450481083,0.5,2.916997827666407,d0.20_a1.2_nu0.5,0.040885814006262504,0.0025479161873437355,9.649306215217195e-10,,,
4,1.2,0.07862475651063106,positive,-0.01824330744373982,False,0.2,True,8.598517453606291e-10,,2.871485140040595,0.00027505560230123294,1.0,2.8712100844382937,d0.20_a1.2_nu1.0,0.026141688390720254,0.0016251499050948693,5.574930678681417e-10,,,
7,1.2,0.39126669014097765,positive,-1.4756137083943186,False,0.2,True,1.6483546971812757e-08,,2.7344217436196385,8.750765837017838e-05,1.5,2.7343342359612683,d0.20_a1.2_nu1.5,0.0019605267393221276,4.8644417179073205e-06,8.64187236184911e-09,dense_neighbor_seed_repair,,
0,1.2,,unresolved,,False,0.2,False,,no compact onset root before extremality bound mu_max=2.327038,,,2.0,,d0.20_a1.2_nu2.0,,,,extremality_limited_no_linear_onset,no_linear_onset_before_extremality_bound,2.327038
4,1.6,0.02341457759867331,positive,-0.001090982422074661,False,0.2,True,4.811955722772154e-09,,2.28550414322735,0.0006012695827632974,0.0,2.2849028736445867,d0.20_a1.6_nu0.0,0.07085407691612806,0.004416799318479516,3.1209049473101453e-09,,,
4,1.6,0.03439002647344171,positive,-0.0028950296604569117,False,0.2,True,1.3095893258707747e-09,,2.379378097354895,0.00047737522388846543,0.5,2.3789007221310063,d0.20_a1.6_nu0.5,0.05688549034001896,0.0035417356804189875,8.492384852988123e-10,,,
4,1.6,0.06461703160292125,positive,-0.014321908174228244,False,0.2,True,8.934212925026941e-09,,2.447360551898045,0.00032260973550535255,1.0,2.4470379421625394,d0.20_a1.6_nu1.0,0.03855230244748122,0.002392731331997596,5.791410258198741e-09,,,
4,1.6,0.29021333786187425,positive,-0.6554910506729559,False,0.2,True,2.4399834908095386e-07,,2.4464443827824627,0.00012796115763524796,1.5,2.4463164216248274,d0.20_a1.6_nu1.5,0.01446822923913873,0.0008778790206344223,1.5775300630383428e-07,,,
0,1.6,,unresolved,,False,0.2,False,,no compact onset root before extremality bound mu_max=2.082391,,,2.0,,d0.20_a1.6_nu2.0,,,,extremality_limited_no_linear_onset,no_linear_onset_before_extremality_bound,2.082391
4,0.0,0.042882613377469785,positive,-0.0019727163528824093,False,0.22,True,5.559939175725503e-10,,3.3735589197624107,0.00032265066503800455,0.0,3.3732362690973727,d0.22_a0.0_nu0.0,0.02730723557122259,0.0017044335982253835,3.606602931918077e-10,,,
4,0.0,0.04499847229456394,positive,-0.0021473903535989118,False,0.22,True,4.882866111444173e-09,,3.358032089319215,0.00030928050652923034,0.5,3.3577228088126856,d0.22_a0.0_nu0.5,0.026122152172394157,0.0016304140211771706,3.167383988304248e-09,,,
4,0.0,0.052813870605761704,positive,-0.0032832716684799133,False,0.22,True,7.478988983677937e-09,,3.309012992726706,0.0002687065315756243,1.0,3.30874428619513,d0.22_a0.0_nu1.0,0.022531501009834906,0.001406150176670298,4.851354789158858e-09,,,
