D,d,theta,z,Delta,U,nh,A,m2,status,message,W,u_star_proxy,Phi_at_ustar,relative_portal_shift
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.17708333333333331,5.647058823529412,0.0016499040400231172,2.722183341284604e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.17916666666666664,5.58139534883721,0.0016798602724723707,2.8219305350309476e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.18125000000000002,5.517241379310344,0.0017099703777642286,2.923998692831139e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.18333333333333335,5.454545454545454,0.0017402323824605226,3.0284087449642268e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.18541666666666667,5.393258426966292,0.0017706443382843535,3.135181372698436e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.1875,5.333333333333333,0.0018012043220655262,3.244337009827532e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.18958333333333333,5.274725274725275,0.0018319104352792644,3.355895842885064e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.19166666666666665,5.217391304347826,0.001862760803347535,3.469877810487954e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.19374999999999998,5.161290322580646,0.001893753575041848,3.5863026029837807e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.19583333333333336,5.106382978723404,0.0019248869218115529,3.7051896617611554e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.19791666666666669,5.052631578947368,0.001956159037013463,3.826558178089439e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2,5.0,0.0019875681350185553,3.950427091341138e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.20208333333333334,4.948453608247423,0.0020191124501706013,4.076815086433929e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.20416666666666666,4.8979591836734695,0.0020507902373609332,4.205740597654913e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.20625,4.848484848484849,0.002082599776330652,4.3372218283724825e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.20833333333333331,4.800000000000001,0.002114539367555109,4.471276736940361e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.21041666666666664,4.752475247524753,0.0021466073298524392,4.607923028576219e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.21250000000000002,4.705882352941176,0.002178801998829728,4.747178150104418e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.21458333333333335,4.660194174757281,0.002211121725346554,4.8890592842995215e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.21666666666666667,4.615384615384615,0.0022435648827746606,5.033583383219677e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.21875,4.571428571428571,0.002276129869575385,5.1807671831732586e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.22083333333333333,4.528301886792453,0.002308815099016858,5.3306271614482244e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.22291666666666665,4.4859813084112155,0.0023416189961651666,5.483179523201562e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.22499999999999998,4.444444444444445,0.0023745399987446596,5.638440205638288e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.22708333333333336,4.403669724770642,0.00240757657466033,5.796424962853168e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.22916666666666669,4.363636363636363,0.002440727209629521,5.957149311825908e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.23125,4.324324324324324,0.0024739903965611005,6.120628482276551e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.23333333333333334,4.285714285714286,0.0025073646368102627,6.286877421926661e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.23541666666666666,4.247787610619469,0.0025408484652730775,6.455910923480553e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2375,4.2105263157894735,0.002574440432622702,6.627743541122564e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.23958333333333331,4.173913043478261,0.002608139090001322,6.802389512792925e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.24166666666666664,4.137931034482759,0.002641943003158616,6.979862831938767e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.24375000000000002,4.102564102564102,0.0026758507744403773,7.160177367073167e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.24583333333333335,4.067796610169491,0.0027098610074945385,7.343346679939315e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.24791666666666667,4.033613445378151,0.002743972304635613,7.529384008607278e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.25,4.0,0.002778183308457582,7.718302495392316e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2520833333333333,3.9669421487603307,0.0028124926720835544,7.910115030523691e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.25416666666666665,3.934426229508197,0.002846899038294221,8.10483413424056e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.25625,3.9024390243902443,0.0028814010868843895,8.302472223498541e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.25833333333333336,3.8709677419354835,0.0029159975155822688,8.503041510881964e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2604166666666667,3.84,0.0029506870056359652,8.70655380522894e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2625,3.8095238095238093,0.002985468277121356,8.913020833697957e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.26458333333333334,3.779527559055118,0.0030203400664546814,9.12245411703147e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.26666666666666666,3.75,0.0030553010903087295,9.334864752441711e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.26875,3.7209302325581395,0.003090350113345818,9.55026382305651e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2708333333333333,3.6923076923076925,0.0031254859026670395,9.768662127770398e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.27291666666666664,3.6641221374045805,0.003160707211981251,9.990070079870293e-06
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.275,3.6363636363636362,0.00319601285101338,1.0214498143842672e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.27708333333333335,3.6090225563909772,0.0032314016074479184,1.0441956348616991e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2791666666666667,3.582089552238806,0.0032668722840823203,1.0672454520505237e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.28125,3.5555555555555554,0.003302423723316078,1.0906002448320828e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2833333333333333,3.5294117647058822,0.0033380547322637063,1.1142609395588124e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.28541666666666665,3.5036496350364965,0.003373764173408665,1.1382284697775853e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2875,3.4782608695652177,0.003409550898519051,1.1625037329592069e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.28958333333333336,3.4532374100719423,0.003445413760005026,1.187087597763197e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.2916666666666667,3.4285714285714284,0.0034813516588173155,1.2119809372350075e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.29375,3.404255319148936,0.0035173634535674756,1.237184566449212e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.29583333333333334,3.380281690140845,0.0035534480657052393,1.2626993155664307e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.29791666666666666,3.3566433566433567,0.0035896043905884675,1.2885259680932003e-05
4,2,0.5,1.0,2.25,80.0,4.0,5.0,-3.9375,0,The algorithm converged to the desired accuracy.,0.3,3.3333333333333335,0.003625831345258329,1.3146652944257823e-05
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.05,20.0,5.48573523959487e-05,3.0093291118932985e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.052083333333333336,19.2,5.8259732326931016e-05,3.394196410805651e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.05416666666666667,18.46153846153846,6.172463181608232e-05,3.809930172830921e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.05625,17.77777777777778,6.525047393548531e-05,4.257624348805448e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.058333333333333334,17.142857142857142,6.883576349861051e-05,4.73836233643664e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.06041666666666667,16.551724137931036,7.247907974303187e-05,5.253217000396773e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.0625,16.0,7.617906989551938e-05,5.8032506901464264e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.06458333333333334,15.483870967741934,7.993444386424248e-05,6.389515315885732e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.06666666666666667,15.0,8.374396965562165e-05,7.01305245368168e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.06875,14.545454545454545,8.760646715811395e-05,7.674893087925699e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.07083333333333333,14.117647058823529,9.152080677592969e-05,8.376058072917058e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.07291666666666667,13.714285714285714,9.548590306596246e-05,9.11755768432238e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.07500000000000001,13.333333333333332,9.950071454667712e-05,9.900392195299325e-09
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.07708333333333334,12.972972972972972,0.00010356423793314778,1.0725551378673645e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.07916666666666666,12.631578947368421,0.00010767550699569005,1.1594014806778897e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.08125,12.307692307692307,0.00011183359052601318,1.2506751969939985e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.08333333333333334,11.999999999999998,0.00011603758937110154,1.3464722147056377e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.08541666666666667,11.707317073170731,0.00012028663462745083,1.4468874469997853e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.0875,11.428571428571429,0.0001245798859348865,1.5520147979549333e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.08958333333333333,11.162790697674419,0.00012891652983487237,1.661947166466554e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.09166666666666667,10.909090909090908,0.00013329577822963635,1.7767764493844397e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.09375,10.666666666666666,0.00013771686689403317,1.8965935427108848e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.09583333333333333,10.434782608695652,0.00014217905398798288,2.0214883392917748e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.09791666666666667,10.212765957446809,0.00014668161939082882,2.1515497467115967e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.1,10.0,0.00015122386384582213,2.286865699645975e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.10208333333333333,9.795918367346939,0.00015580510697699038,2.4275231360111417e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.10416666666666667,9.6,0.0001604246856366351,2.57360797616132e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.10625000000000001,9.411764705882351,0.00016508195612195762,2.7252052237051942e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.10833333333333334,9.23076923076923,0.00016977629054871975,2.8823988832483307e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.11041666666666666,9.056603773584905,0.00017450707563309174,3.04527194460136e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.1125,8.88888888888889,0.00017927371613933103,3.213906529840544e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.11458333333333333,8.727272727272728,0.00018407562757446165,3.3883836666931907e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.11666666666666667,8.571428571428571,0.00018891224335819634,3.56878356906264e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.11875000000000001,8.421052631578947,0.00019378300596093563,3.7551853399256015e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.12083333333333333,8.275862068965518,0.00019868737466677223,3.9476672851974324e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.12291666666666667,8.135593220338983,0.00020362481734297825,4.1463066237961254e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.125,8.0,0.00020859481581883216,4.351179718649251e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.12708333333333333,7.868852459016394,0.00021359686300159996,4.562361988412426e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.12916666666666665,7.741935483870969,0.00021863046038188521,4.779927820679508e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.13125,7.619047619047619,0.00022369512282179485,5.0039507974257887e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.13333333333333333,7.5,0.00022879037388765392,5.234503518365247e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.13541666666666669,7.384615384615383,0.00023391574538062562,5.471657593697367e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.1375,7.2727272727272725,0.00023907078013510563,5.7154837914408015e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.13958333333333334,7.164179104477612,0.000244255030064077,5.966051971160316e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.14166666666666666,7.0588235294117645,0.00024946805474142947,6.223431033647285e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.14375,6.9565217391304355,0.00025470942165433037,6.487688947948346e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.14583333333333331,6.857142857142858,0.0002599787069742724,6.758892808001458e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.14791666666666667,6.76056338028169,0.00026527549512750127,7.037108831514095e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.15000000000000002,6.666666666666666,0.00027059937768744946,7.322402320483492e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.15208333333333335,6.575342465753424,0.00027594995328834165,7.614837671983794e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.15416666666666667,6.486486486486486,0.0002813268275269201,7.914478388636146e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.15625,6.4,0.00028672961281782936,8.221387086666233e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.15833333333333333,6.315789473684211,0.00029215792821902175,8.535625502123106e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.16041666666666665,6.233766233766234,0.00029761139926111303,8.857254497015763e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.1625,6.153846153846153,0.0003030896577595582,9.186334064080611e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.16458333333333333,6.075949367088608,0.00030859234151996173,9.522923324477269e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.16666666666666669,5.999999999999999,0.00031411909416445257,9.867080531869622e-08
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.16875,5.925925925925926,0.00031966956498026447,1.0218863077467153e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.17083333333333334,5.853658536585366,0.0003252434087682052,1.057832749471618e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.17291666666666666,5.783132530120482,0.00033084028569325876,1.0945529463759708e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.175,5.714285714285714,0.00033645986113847227,1.1320523815732004e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.17708333333333331,5.647058823529412,0.0003421018055623647,1.1703364536902996e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.17916666666666664,5.58139534883721,0.00034776579435932874,1.209410477263749e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.18125000000000002,5.517241379310344,0.00035345150772185736,1.249279683108542e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.18333333333333335,5.454545454545454,0.0003591586305028797,1.2899492186470407e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.18541666666666667,5.393258426966292,0.00036488685208829665,1.3314241482690647e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.1875,5.333333333333333,0.0003706358663695525,1.3737094543950878e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.18958333333333333,5.274725274725275,0.00037640537164736,1.4168100380498718e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.19166666666666665,5.217391304347826,0.0003821950704954984,1.4607307191105898e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.19374999999999998,5.161290322580646,0.0003880046696430409,1.505476236648053e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.19583333333333336,5.106382978723404,0.0003938338798447751,1.5510512491358876e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.19791666666666669,5.052631578947368,0.0003996824157357226,1.59746033448343e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2,5.0,0.0004055499956656757,1.644707989844296e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.20208333333333334,4.948453608247423,0.00041143634150953966,1.6927986311475454e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.20416666666666666,4.8979591836734695,0.0004173411787536915,1.7417365948352067e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.20625,4.848484848484849,0.0004232642372170978,1.7915261450697166e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.20833333333333331,4.800000000000001,0.0004292052503379176,1.842171469176345e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.21041666666666664,4.752475247524753,0.000435163954755975,1.8936766751886024e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.21250000000000002,4.705882352941176,0.00044114009003975215,1.9460457904028065e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.21458333333333335,4.660194174757281,0.00044713339841757996,1.999282759804543e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.21666666666666667,4.615384615384615,0.00045314362600197653,2.053391457862192e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.21875,4.571428571428571,0.0004591705232166916,2.1083756939109033e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.22083333333333333,4.528301886792453,0.00046521384304165327,2.16423919757584e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.22291666666666665,4.4859813084112155,0.00047127334049729564,2.2209856146347994e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.22499999999999998,4.444444444444445,0.00047734877278569996,2.278618508800138e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.22708333333333336,4.403669724770642,0.00048343990225058143,2.3371413908805172e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.22916666666666669,4.363636363636363,0.0004895464942725944,2.3965577005458733e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.23125,4.324324324324324,0.0004956683154667198,2.4568707895761565e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.23333333333333334,4.285714285714286,0.0005018051338927174,2.51808392401088e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.23541666666666666,4.247787610619469,0.0005079567232901706,2.58020032735687e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2375,4.2105263157894735,0.0005141228600667452,2.643223152432101e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.23958333333333331,4.173913043478261,0.0005203033207100701,2.707155455419261e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.24166666666666664,4.137931034482759,0.0005264978841732057,2.772000220388623e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.24375000000000002,4.102564102564102,0.0005327063355764159,2.8377603996325306e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.24583333333333335,4.067796610169491,0.0005389284602466546,2.9044388526383e-07
