D,scan,x,W,case,baseline_value,response_value,response_ratio,relative_to_visible,observable
3,theta,2.975,0.1,vis,0.00010370771726896002,0.00010370771726896002,1.0,0.0,DeltaS_int^(2)
3,theta,2.975,0.1,I,0.00010370771726896002,0.00010370771726896002,1.0,0.0,DeltaS_int^(2)
3,theta,2.975,0.1,II,0.00010370771726896002,9.038844750597081e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,2.975,0.1,III-a,0.00010370771726896002,0.00010370771726896002,1.0,0.0,DeltaS_int^(2)
3,theta,2.975,0.1,III-b,0.00010370771726896002,0.00010381240856927584,1.0010094841837498,0.001009484183749798,DeltaS_int^(2)
3,theta,3.0,0.1,vis,0.0001039472818558,0.0001039472818558,1.0,0.0,DeltaS_int^(2)
3,theta,3.0,0.1,I,0.0001039472818558,0.0001039472818558,1.0,0.0,DeltaS_int^(2)
3,theta,3.0,0.1,II,0.0001039472818558,9.059724461048828e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.0,0.1,III-a,0.0001039472818558,0.0001039472818558,1.0,0.0,DeltaS_int^(2)
3,theta,3.0,0.1,III-b,0.0001039472818558,0.00010405221529801694,1.0010094871202357,0.0010094871202357414,DeltaS_int^(2)
3,theta,3.0250000000000004,0.1,vis,0.00010418512486162728,0.00010418512486162728,1.0,0.0,DeltaS_int^(2)
3,theta,3.0250000000000004,0.1,I,0.00010418512486162728,0.00010418512486162728,1.0,0.0,DeltaS_int^(2)
3,theta,3.0250000000000004,0.1,II,0.00010418512486162728,9.080454123809726e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.0250000000000004,0.1,III-a,0.00010418512486162728,0.00010418512486162728,1.0,0.0,DeltaS_int^(2)
3,theta,3.0250000000000004,0.1,III-b,0.00010418512486162728,0.00010429029869017878,1.0010094898738298,0.0010094898738297609,DeltaS_int^(2)
3,theta,3.0500000000000003,0.1,vis,0.00010442191302305436,0.00010442191302305436,1.0,0.0,DeltaS_int^(2)
3,theta,3.0500000000000003,0.1,I,0.00010442191302305436,0.00010442191302305436,1.0,0.0,DeltaS_int^(2)
3,theta,3.0500000000000003,0.1,II,0.00010442191302305436,9.101091849586371e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.0500000000000003,0.1,III-a,0.00010442191302305436,0.00010442191302305436,1.0,0.0,DeltaS_int^(2)
3,theta,3.0500000000000003,0.1,III-b,0.00010442191302305436,0.00010452732615652988,1.0010094924563606,0.0010094924563606167,DeltaS_int^(2)
3,theta,3.075,0.1,vis,0.00010465763514333808,0.00010465763514333808,1.0,0.0,DeltaS_int^(2)
3,theta,3.075,0.1,I,0.00010465763514333808,0.00010465763514333808,1.0,0.0,DeltaS_int^(2)
3,theta,3.075,0.1,II,0.00010465763514333808,9.121636662505168e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.075,0.1,III-a,0.00010465763514333808,0.00010465763514333808,1.0,0.0,DeltaS_int^(2)
3,theta,3.075,0.1,III-b,0.00010465763514333808,0.00010476328648998339,1.0010094948782342,0.0010094948782342072,DeltaS_int^(2)
3,theta,3.1,0.1,vis,0.00010489228002573521,0.00010489228002573521,1.0,0.0,DeltaS_int^(2)
3,theta,3.1,0.1,I,0.00010489228002573521,0.00010489228002573521,1.0,0.0,DeltaS_int^(2)
3,theta,3.1,0.1,II,0.00010489228002573521,9.142087586692509e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.1,0.1,III-a,0.00010489228002573521,0.00010489228002573521,1.0,0.0,DeltaS_int^(2)
3,theta,3.1,0.1,III-b,0.00010489228002573521,0.00010499816848346012,1.0010094971498278,0.0010094971498277872,DeltaS_int^(2)
3,theta,3.125,0.1,vis,0.00010512583647350257,0.00010512583647350257,1.0,0.0,DeltaS_int^(2)
3,theta,3.125,0.1,I,0.00010512583647350257,0.00010512583647350257,1.0,0.0,DeltaS_int^(2)
3,theta,3.125,0.1,II,0.00010512583647350257,9.162443646274799e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.125,0.1,III-a,0.00010512583647350257,0.00010512583647350257,1.0,0.0,DeltaS_int^(2)
3,theta,3.125,0.1,III-b,0.00010512583647350257,0.00010523196092976045,1.001009499280271,0.0010094992802709424,DeltaS_int^(2)
3,theta,3.1500000000000004,0.1,vis,0.00010535829328989698,0.00010535829328989698,1.0,0.0,DeltaS_int^(2)
3,theta,3.1500000000000004,0.1,I,0.00010535829328989698,0.00010535829328989698,1.0,0.0,DeltaS_int^(2)
3,theta,3.1500000000000004,0.1,II,0.00010535829328989698,9.182703865378434e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.1500000000000004,0.1,III-a,0.00010535829328989698,0.00010535829328989698,1.0,0.0,DeltaS_int^(2)
3,theta,3.1500000000000004,0.1,III-b,0.00010535829328989698,0.00010546465262169148,1.0010095012786686,0.001009501278668612,DeltaS_int^(2)
3,theta,3.1750000000000003,0.1,vis,0.00010558963927817525,0.00010558963927817525,1.0,0.0,DeltaS_int^(2)
3,theta,3.1750000000000003,0.1,I,0.00010558963927817525,0.00010558963927817525,1.0,0.0,DeltaS_int^(2)
3,theta,3.1750000000000003,0.1,II,0.00010558963927817525,9.202867268129819e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.1750000000000003,0.1,III-a,0.00010558963927817525,0.00010558963927817525,1.0,0.0,DeltaS_int^(2)
3,theta,3.1750000000000003,0.1,III-b,0.00010558963927817525,0.00010569623235195416,1.0010095031530328,0.0010095031530328313,DeltaS_int^(2)
3,theta,3.2,0.1,vis,0.00010581986324159416,0.00010581986324159416,1.0,0.0,DeltaS_int^(2)
3,theta,3.2,0.1,I,0.00010581986324159416,0.00010581986324159416,1.0,0.0,DeltaS_int^(2)
3,theta,3.2,0.1,II,0.00010581986324159416,9.222932878655348e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.2,0.1,III-a,0.00010581986324159416,0.00010581986324159416,1.0,0.0,DeltaS_int^(2)
3,theta,3.2,0.1,III-b,0.00010581986324159416,0.00010592668891325532,1.0010095049113537,0.0010095049113536536,DeltaS_int^(2)
3,theta,3.225,0.1,vis,0.00010604895398341054,0.00010604895398341054,1.0,0.0,DeltaS_int^(2)
3,theta,3.225,0.1,I,0.00010604895398341054,0.00010604895398341054,1.0,0.0,DeltaS_int^(2)
3,theta,3.225,0.1,II,0.00010604895398341054,9.242899721081424e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.225,0.1,III-a,0.00010604895398341054,0.00010604895398341054,1.0,0.0,DeltaS_int^(2)
3,theta,3.225,0.1,III-b,0.00010604895398341054,0.00010615601109820831,1.0010095065606637,0.0010095065606636755,DeltaS_int^(2)
3,theta,3.25,0.1,vis,0.00010627690030688118,0.00010627690030688118,1.0,0.0,DeltaS_int^(2)
3,theta,3.25,0.1,I,0.00010627690030688118,0.00010627690030688118,1.0,0.0,DeltaS_int^(2)
3,theta,3.25,0.1,II,0.00010627690030688118,9.262766819534445e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.25,0.1,III-a,0.00010627690030688118,0.00010627690030688118,1.0,0.0,DeltaS_int^(2)
3,theta,3.25,0.1,III-b,0.00010627690030688118,0.00010638418769943158,1.0010095081079764,0.001009508107976398,DeltaS_int^(2)
3,theta,3.2750000000000004,0.1,vis,0.00010650369101526291,0.00010650369101526291,1.0,0.0,DeltaS_int^(2)
3,theta,3.2750000000000004,0.1,I,0.00010650369101526291,0.00010650369101526291,1.0,0.0,DeltaS_int^(2)
3,theta,3.2750000000000004,0.1,II,0.00010650369101526291,9.282533198140812e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.2750000000000004,0.1,III-a,0.00010650369101526291,0.00010650369101526291,1.0,0.0,DeltaS_int^(2)
3,theta,3.2750000000000004,0.1,III-b,0.00010650369101526291,0.00010661120750946111,1.0010095095594649,0.0010095095594648829,DeltaS_int^(2)
3,theta,3.3000000000000003,0.1,vis,0.00010672931491181252,0.00010672931491181252,1.0,0.0,DeltaS_int^(2)
3,theta,3.3000000000000003,0.1,I,0.00010672931491181252,0.00010672931491181252,1.0,0.0,DeltaS_int^(2)
3,theta,3.3000000000000003,0.1,II,0.00010672931491181252,9.302197881026925e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.3000000000000003,0.1,III-a,0.00010672931491181252,0.00010672931491181252,1.0,0.0,DeltaS_int^(2)
3,theta,3.3000000000000003,0.1,III-b,0.00010672931491181252,0.00010683705932083747,1.001009510921287,0.0010095109212870934,DeltaS_int^(2)
3,theta,3.325,0.1,vis,0.00010695376079978681,0.00010695376079978681,1.0,0.0,DeltaS_int^(2)
3,theta,3.325,0.1,I,0.00010695376079978681,0.00010695376079978681,1.0,0.0,DeltaS_int^(2)
3,theta,3.325,0.1,II,0.00010695376079978681,9.321759892319182e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.325,0.1,III-a,0.00010695376079978681,0.00010695376079978681,1.0,0.0,DeltaS_int^(2)
3,theta,3.325,0.1,III-b,0.00010695376079978681,0.0001070617319260285,1.0010095121988634,0.0010095121988633604,DeltaS_int^(2)
3,theta,3.35,0.1,vis,0.00010717701748244261,0.00010717701748244261,1.0,0.0,DeltaS_int^(2)
3,theta,3.35,0.1,I,0.00010717701748244261,0.00010717701748244261,1.0,0.0,DeltaS_int^(2)
3,theta,3.35,0.1,II,0.00010717701748244261,9.341218256143984e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.35,0.1,III-a,0.00010717701748244261,0.00010717701748244261,1.0,0.0,DeltaS_int^(2)
3,theta,3.35,0.1,III-b,0.00010717701748244261,0.00010728521411750598,1.0010095133976002,0.001009513397600248,DeltaS_int^(2)
3,theta,3.375,0.1,vis,0.00010739907376303671,0.00010739907376303671,1.0,0.0,DeltaS_int^(2)
3,theta,3.375,0.1,I,0.00010739907376303671,0.00010739907376303671,1.0,0.0,DeltaS_int^(2)
3,theta,3.375,0.1,II,0.00010739907376303671,9.360571996627729e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.375,0.1,III-a,0.00010739907376303671,0.00010739907376303671,1.0,0.0,DeltaS_int^(2)
3,theta,3.375,0.1,III-b,0.00010739907376303671,0.00010750749468767762,1.0010095145222586,0.0010095145222586144,DeltaS_int^(2)
3,theta,3.4000000000000004,0.1,vis,0.00010761991844482594,0.00010761991844482594,1.0,0.0,DeltaS_int^(2)
3,theta,3.4000000000000004,0.1,I,0.00010761991844482594,0.00010761991844482594,1.0,0.0,DeltaS_int^(2)
3,theta,3.4000000000000004,0.1,II,0.00010761991844482594,9.37982013789682e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.4000000000000004,0.1,III-a,0.00010761991844482594,0.00010761991844482594,1.0,0.0,DeltaS_int^(2)
3,theta,3.4000000000000004,0.1,III-b,0.00010761991844482594,0.00010772856242895463,1.0010095155775869,0.0010095155775868836,DeltaS_int^(2)
3,theta,3.4250000000000003,0.1,vis,0.00010783954033106709,0.00010783954033106709,1.0,0.0,DeltaS_int^(2)
3,theta,3.4250000000000003,0.1,I,0.00010783954033106709,0.00010783954033106709,1.0,0.0,DeltaS_int^(2)
3,theta,3.4250000000000003,0.1,II,0.00010783954033106709,9.398961704077653e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.4250000000000003,0.1,III-a,0.00010783954033106709,0.00010783954033106709,1.0,0.0,DeltaS_int^(2)
3,theta,3.4250000000000003,0.1,III-b,0.00010783954033106709,0.00010794840613369158,1.0010095165677662,0.0010095165677661555,DeltaS_int^(2)
3,theta,3.45,0.1,vis,0.00010805792822501695,0.00010805792822501695,1.0,0.0,DeltaS_int^(2)
3,theta,3.45,0.1,I,0.00010805792822501695,0.00010805792822501695,1.0,0.0,DeltaS_int^(2)
3,theta,3.45,0.1,II,0.00010805792822501695,9.41799571929663e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.45,0.1,III-a,0.00010805792822501695,0.00010805792822501695,1.0,0.0,DeltaS_int^(2)
3,theta,3.45,0.1,III-b,0.00010805792822501695,0.00010816701459424619,1.0010095174969678,0.00100951749696776,DeltaS_int^(2)
3,theta,3.475,0.1,vis,0.00010827507092993235,0.00010827507092993235,1.0,0.0,DeltaS_int^(2)
3,theta,3.475,0.1,I,0.00010827507092993235,0.00010827507092993235,1.0,0.0,DeltaS_int^(2)
3,theta,3.475,0.1,II,0.00010827507092993235,9.436921207680149e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.475,0.1,III-a,0.00010827507092993235,0.00010827507092993235,1.0,0.0,DeltaS_int^(2)
3,theta,3.475,0.1,III-b,0.00010827507092993235,0.00010838437660292628,1.001009518368865,0.0010095183688649811,DeltaS_int^(2)
3,theta,3.5,0.1,vis,0.0001084909572490701,0.0001084909572490701,1.0,0.0,DeltaS_int^(2)
3,theta,3.5,0.1,I,0.0001084909572490701,0.0001084909572490701,1.0,0.0,DeltaS_int^(2)
3,theta,3.5,0.1,II,0.0001084909572490701,9.455737193354612e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.5,0.1,III-a,0.0001084909572490701,0.0001084909572490701,1.0,0.0,DeltaS_int^(2)
3,theta,3.5,0.1,III-b,0.0001084909572490701,0.00010860048095204235,1.0010095191871227,0.001009519187122665,DeltaS_int^(2)
3,theta,3.5250000000000004,0.1,vis,0.00010870557598568699,0.00010870557598568699,1.0,0.0,DeltaS_int^(2)
3,theta,3.5250000000000004,0.1,I,0.00010870557598568699,0.00010870557598568699,1.0,0.0,DeltaS_int^(2)
3,theta,3.5250000000000004,0.1,II,0.00010870557598568699,9.474442700446415e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.5250000000000004,0.1,III-a,0.00010870557598568699,0.00010870557598568699,1.0,0.0,DeltaS_int^(2)
3,theta,3.5250000000000004,0.1,III-b,0.00010870557598568699,0.00010881531643386085,1.0010095199549682,0.0010095199549682299,DeltaS_int^(2)
3,theta,3.5500000000000003,0.1,vis,0.00010891891594303984,0.00010891891594303984,1.0,0.0,DeltaS_int^(2)
3,theta,3.5500000000000003,0.1,I,0.00010891891594303984,0.00010891891594303984,1.0,0.0,DeltaS_int^(2)
3,theta,3.5500000000000003,0.1,II,0.00010891891594303984,9.493036753081962e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.5500000000000003,0.1,III-a,0.00010891891594303984,0.00010891891594303984,1.0,0.0,DeltaS_int^(2)
3,theta,3.5500000000000003,0.1,III-b,0.00010891891594303984,0.0001090288718406507,1.0010095206756222,0.0010095206756222108,DeltaS_int^(2)
3,theta,3.575,0.1,vis,0.00010913096592438545,0.00010913096592438545,1.0,0.0,DeltaS_int^(2)
3,theta,3.575,0.1,I,0.00010913096592438545,0.00010913096592438545,1.0,0.0,DeltaS_int^(2)
3,theta,3.575,0.1,II,0.00010913096592438545,9.51151837538765e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.575,0.1,III-a,0.00010913096592438545,0.00010913096592438545,1.0,0.0,DeltaS_int^(2)
3,theta,3.575,0.1,III-b,0.00010913096592438545,0.00010924113596464188,1.001009521351921,0.0010095213519210056,DeltaS_int^(2)
3,theta,3.6,0.1,vis,0.00010934171473298063,0.00010934171473298063,1.0,0.0,DeltaS_int^(2)
3,theta,3.6,0.1,I,0.00010934171473298063,0.00010934171473298063,1.0,0.0,DeltaS_int^(2)
3,theta,3.6,0.1,II,0.00010934171473298063,9.529886591489879e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.6,0.1,III-a,0.00010934171473298063,0.00010934171473298063,1.0,0.0,DeltaS_int^(2)
3,theta,3.6,0.1,III-b,0.00010934171473298063,0.00010945209759806648,1.0010095219866948,0.0010095219866947946,DeltaS_int^(2)
3,theta,3.625,0.1,vis,0.0001095511511720822,0.0001095511511720822,1.0,0.0,DeltaS_int^(2)
3,theta,3.625,0.1,I,0.0001095511511720822,0.0001095511511720822,1.0,0.0,DeltaS_int^(2)
3,theta,3.625,0.1,II,0.0001095511511720822,9.54814042551505e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.625,0.1,III-a,0.0001095511511720822,0.0001095511511720822,1.0,0.0,DeltaS_int^(2)
3,theta,3.625,0.1,III-b,0.0001095511511720822,0.00010966174553312236,1.0010095225824367,0.001009522582436695,DeltaS_int^(2)
3,theta,3.6500000000000004,0.1,vis,0.00010975926404494696,0.00010975926404494696,1.0,0.0,DeltaS_int^(2)
3,theta,3.6500000000000004,0.1,I,0.00010975926404494696,0.00010975926404494696,1.0,0.0,DeltaS_int^(2)
3,theta,3.6500000000000004,0.1,II,0.00010975926404494696,9.566278901589564e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.6500000000000004,0.1,III-a,0.00010975926404494696,0.00010975926404494696,1.0,0.0,DeltaS_int^(2)
3,theta,3.6500000000000004,0.1,III-b,0.00010975926404494696,0.00010987006856200913,1.0010095231416347,0.0010095231416347161,DeltaS_int^(2)
3,theta,3.6750000000000003,0.1,vis,0.00010996604215483169,0.00010996604215483169,1.0,0.0,DeltaS_int^(2)
3,theta,3.6750000000000003,0.1,I,0.00010996604215483169,0.00010996604215483169,1.0,0.0,DeltaS_int^(2)
3,theta,3.6750000000000003,0.1,II,0.00010996604215483169,9.584301043839814e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.6750000000000003,0.1,III-a,0.00010996604215483169,0.00010996604215483169,1.0,0.0,DeltaS_int^(2)
3,theta,3.6750000000000003,0.1,III-b,0.00010996604215483169,0.00011007705547689619,1.0010095236664804,0.0010095236664804386,DeltaS_int^(2)
3,theta,3.7,0.1,vis,0.00011017147430499324,0.00011017147430499324,1.0,0.0,DeltaS_int^(2)
3,theta,3.7,0.1,I,0.00011017147430499324,0.00011017147430499324,1.0,0.0,DeltaS_int^(2)
3,theta,3.7,0.1,II,0.00011017147430499324,9.602205876392206e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.7,0.1,III-a,0.00011017147430499324,0.00011017147430499324,1.0,0.0,DeltaS_int^(2)
3,theta,3.7,0.1,III-b,0.00011017147430499324,0.00011028269506995451,1.001009524159161,0.0010095241591610016,DeltaS_int^(2)
3,theta,3.725,0.1,vis,0.00011037554929868839,0.00011037554929868839,1.0,0.0,DeltaS_int^(2)
3,theta,3.725,0.1,I,0.00011037554929868839,0.00011037554929868839,1.0,0.0,DeltaS_int^(2)
3,theta,3.725,0.1,II,0.00011037554929868839,9.619992423373138e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.725,0.1,III-a,0.00011037554929868839,0.00011037554929868839,1.0,0.0,DeltaS_int^(2)
3,theta,3.725,0.1,III-b,0.00011037554929868839,0.00011048697613332845,1.0010095246216038,0.0010095246216037523,DeltaS_int^(2)
3,theta,3.75,0.1,vis,0.00011057825593917396,0.00011057825593917396,1.0,0.0,DeltaS_int^(2)
3,theta,3.75,0.1,I,0.00011057825593917396,0.00011057825593917396,1.0,0.0,DeltaS_int^(2)
3,theta,3.75,0.1,II,0.00011057825593917396,9.63765970890901e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.75,0.1,III-a,0.00011057825593917396,0.00011057825593917396,1.0,0.0,DeltaS_int^(2)
3,theta,3.75,0.1,III-b,0.00011057825593917396,0.00011068988745916366,1.0010095250557316,0.0010095250557315971,DeltaS_int^(2)
3,theta,3.7750000000000004,0.1,vis,0.00011077958302970674,0.00011077958302970674,1.0,0.0,DeltaS_int^(2)
3,theta,3.7750000000000004,0.1,I,0.00011077958302970674,0.00011077958302970674,1.0,0.0,DeltaS_int^(2)
3,theta,3.7750000000000004,0.1,II,0.00011077958302970674,9.655206757126219e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.7750000000000004,0.1,III-a,0.00011077958302970674,0.00011077958302970674,1.0,0.0,DeltaS_int^(2)
3,theta,3.7750000000000004,0.1,III-b,0.00011077958302970674,0.00011089141783958228,1.0010095254632394,0.0010095254632394024,DeltaS_int^(2)
3,theta,3.8000000000000003,0.1,vis,0.00011097951937354354,0.00011097951937354354,1.0,0.0,DeltaS_int^(2)
3,theta,3.8000000000000003,0.1,I,0.00011097951937354354,0.00011097951937354354,1.0,0.0,DeltaS_int^(2)
3,theta,3.8000000000000003,0.1,II,0.00011097951937354354,9.672632592151167e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.8000000000000003,0.1,III-a,0.00011097951937354354,0.00011097951937354354,1.0,0.0,DeltaS_int^(2)
3,theta,3.8000000000000003,0.1,III-b,0.00011097951937354354,0.00011109155606670765,1.0010095258458185,0.001009525845818482,DeltaS_int^(2)
3,theta,3.825,0.1,vis,0.00011117805377394122,0.00011117805377394122,1.0,0.0,DeltaS_int^(2)
3,theta,3.825,0.1,I,0.00011117805377394122,0.00011117805377394122,1.0,0.0,DeltaS_int^(2)
3,theta,3.825,0.1,II,0.00011117805377394122,9.689936238110256e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.825,0.1,III-a,0.00011117805377394122,0.00011117805377394122,1.0,0.0,DeltaS_int^(2)
3,theta,3.825,0.1,III-b,0.00011117805377394122,0.00011129029093264237,1.0010095262049592,0.001009526204959199,DeltaS_int^(2)
3,theta,3.85,0.1,vis,0.00011137517503415652,0.00011137517503415652,1.0,0.0,DeltaS_int^(2)
3,theta,3.85,0.1,I,0.00011137517503415652,0.00011137517503415652,1.0,0.0,DeltaS_int^(2)
3,theta,3.85,0.1,II,0.00011137517503415652,9.707116719129883e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.85,0.1,III-a,0.00011137517503415652,0.00011137517503415652,1.0,0.0,DeltaS_int^(2)
3,theta,3.85,0.1,III-b,0.00011137517503415652,0.00011148761122949005,1.0010095265421495,0.0010095265421494748,DeltaS_int^(2)
3,theta,3.875,0.1,vis,0.00011157087195744625,0.00011157087195744625,1.0,0.0,DeltaS_int^(2)
3,theta,3.875,0.1,I,0.00011157087195744625,0.00011157087195744625,1.0,0.0,DeltaS_int^(2)
3,theta,3.875,0.1,II,0.00011157087195744625,9.724173059336445e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.875,0.1,III-a,0.00011157087195744625,0.00011157087195744625,1.0,0.0,DeltaS_int^(2)
3,theta,3.875,0.1,III-b,0.00011157087195744625,0.00011168350574933589,1.0010095268587003,0.0010095268587002604,DeltaS_int^(2)
3,theta,3.9000000000000004,0.1,vis,0.00011176513334706726,0.00011176513334706726,1.0,0.0,DeltaS_int^(2)
3,theta,3.9000000000000004,0.1,I,0.00011176513334706726,0.00011176513334706726,1.0,0.0,DeltaS_int^(2)
3,theta,3.9000000000000004,0.1,II,0.00011176513334706726,9.741104282856348e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.9000000000000004,0.1,III-a,0.00011176513334706726,0.00011176513334706726,1.0,0.0,DeltaS_int^(2)
3,theta,3.9000000000000004,0.1,III-b,0.00011176513334706726,0.00011187796328426618,1.0010095271559203,0.0010095271559202867,DeltaS_int^(2)
3,theta,3.9250000000000003,0.1,vis,0.00011195794800627632,0.00011195794800627632,1.0,0.0,DeltaS_int^(2)
3,theta,3.9250000000000003,0.1,I,0.00011195794800627632,0.00011195794800627632,1.0,0.0,DeltaS_int^(2)
3,theta,3.9250000000000003,0.1,II,0.00011195794800627632,9.757909413815985e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.9250000000000003,0.1,III-a,0.00011195794800627632,0.00011195794800627632,1.0,0.0,DeltaS_int^(2)
3,theta,3.9250000000000003,0.1,III-b,0.00011195794800627632,0.00011207097262635083,1.001009527434963,0.0010095274349630756,DeltaS_int^(2)
3,theta,3.95,0.1,vis,0.00011214930473833027,0.00011214930473833027,1.0,0.0,DeltaS_int^(2)
3,theta,3.95,0.1,I,0.00011214930473833027,0.00011214930473833027,1.0,0.0,DeltaS_int^(2)
3,theta,3.95,0.1,II,0.00011214930473833027,9.774587476341762e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.95,0.1,III-a,0.00011214930473833027,0.00011214930473833027,1.0,0.0,DeltaS_int^(2)
3,theta,3.95,0.1,III-b,0.00011214930473833027,0.00011226252256766066,1.00100952769698,0.0010095276969799283,DeltaS_int^(2)
3,theta,3.975,0.1,vis,0.00011233919234648588,0.00011233919234648588,1.0,0.0,DeltaS_int^(2)
3,theta,3.975,0.1,I,0.00011233919234648588,0.00011233919234648588,1.0,0.0,DeltaS_int^(2)
3,theta,3.975,0.1,II,0.00011233919234648588,9.791137494560074e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,3.975,0.1,III-a,0.00011233919234648588,0.00011233919234648588,1.0,0.0,DeltaS_int^(2)
3,theta,3.975,0.1,III-b,0.00011233919234648588,0.0001124526019002808,1.0010095279432412,0.001009527943241162,DeltaS_int^(2)
3,theta,4.0,0.1,vis,0.000112527599634,0.000112527599634,1.0,0.0,DeltaS_int^(2)
3,theta,4.0,0.1,I,0.000112527599634,0.000112527599634,1.0,0.0,DeltaS_int^(2)
3,theta,4.0,0.1,II,0.000112527599634,9.807558492597323e-05,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,theta,4.0,0.1,III-a,0.000112527599634,0.000112527599634,1.0,0.0,DeltaS_int^(2)
3,theta,4.0,0.1,III-b,0.000112527599634,0.00011264119941618252,1.0010095281739948,0.0010095281739948003,DeltaS_int^(2)
3,z,1.0,0.1,vis,0.0006018921966985,0.0006018921966985,1.0,0.0,DeltaS_int^(2)
3,z,1.0,0.1,I,0.0006018921966985,0.0006018921966985,1.0,0.0,DeltaS_int^(2)
3,z,1.0,0.1,II,0.0006018921966985,0.0005245906732711309,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,z,1.0,0.1,III-a,0.0006018921966985,0.0006018921966985,1.0,0.0,DeltaS_int^(2)
3,z,1.0,0.1,III-b,0.0006018921966985,0.0006024276018383283,1.000889536602676,0.0008895366026759888,DeltaS_int^(2)
3,z,1.025,0.1,vis,0.0005777595597867034,0.0005777595597867034,1.0,0.0,DeltaS_int^(2)
3,z,1.025,0.1,I,0.0005777595597867034,0.0005777595597867034,1.0,0.0,DeltaS_int^(2)
3,z,1.025,0.1,II,0.0005777595597867034,0.0005035574113102542,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,z,1.025,0.1,III-a,0.0005777595597867034,0.0005777595597867034,1.0,0.0,DeltaS_int^(2)
3,z,1.025,0.1,III-b,0.0005777595597867034,0.0005782777420876284,1.000896882262089,0.0008968822620889494,DeltaS_int^(2)
3,z,1.05,0.1,vis,0.0005539831846077913,0.0005539831846077913,1.0,0.0,DeltaS_int^(2)
3,z,1.05,0.1,I,0.0005539831846077913,0.0005539831846077913,1.0,0.0,DeltaS_int^(2)
3,z,1.05,0.1,II,0.0005539831846077913,0.0004828346560868625,0.871569154989243,-0.12843084501075697,DeltaS_int^(2)
3,z,1.05,0.1,III-a,0.0005539831846077913,0.0005539831846077913,1.0,0.0,DeltaS_int^(2)
3,z,1.05,0.1,III-b,0.0005539831846077913,0.000554483888388625,1.0009038248718474,0.0009038248718473696,DeltaS_int^(2)
